,source,author,title,description,url,urlToImage,publishedAt,content
14,"{'id': 'fortune', 'name': 'Fortune'}","Aneri Pattani, KFF Health News",‘They see a cash cow’: Officials overseeing billions in opioid settlements are deluged with product offers from companies hoping to cash in,"As $50 billion in opioid settlement dollars land in government coffers, a swarm of businesses are positioning themselves to profit from the windfall.",https://fortune.com/2023/12/18/opioid-settlement-funds-companies-cashing-in/,"https://content.fortune.com/wp-content/uploads/2023/12/Williams03-e1702919592528.jpg?resize=1200,600",2023-12-18T17:16:16Z,"The marketing pitches are bold and arriving fast: Invest opioid settlement dollars in a lasso-like device to help police detain people without Tasers or pepper spray. Pour money into psychedelics, el… [+11608 chars]"
15,"{'id': None, 'name': 'CNET'}",Albert Bassili,The Worx Hydroshot Portable Power Washer Is Just $80 at Amazon Right Now - CNET,Nab a mobile pressure washer on a budget with this deal and save $100.,https://www.cnet.com/deals/the-worx-hydroshot-portable-power-washer-is-just-80-at-amazon-right-now/,https://www.cnet.com/a/img/resize/ef8e66e83e8df38ddb55876fda0d2cbb46a7d59e/hub/2023/12/18/96f513fe-ba13-476f-98eb-a4a9f3c7c866/worx-hydroshot-bf.jpg?auto=webp&fit=crop&height=675&width=1200,2023-12-18T16:01:48Z,"There's something oddly satisfying about power washing something. Perhaps there's some form of psychological cleansing that happens, or maybe it's just slightly meditative watching grubby items becom… [+1328 chars]"
16,"{'id': None, 'name': 'Biztoc.com'}",cryptonews.com,Tether’s USDT Stablecoin Depegs from US Dollar on Exchanges After Company Froze $435M,"Tether’s cooperation with law enforcement has led to the USDT depeg crisis. Image by akif, Adobe Stock. Tether’s USDT, the largest stablecoin by market capitalization, depegged from its intended $1 price amid growing scrutiny over the company’s December 15 an…",https://biztoc.com/x/65f80a0b97d1a484,https://c.biztoc.com/p/65f80a0b97d1a484/s.webp,2023-12-18T15:18:42Z,"Tethers cooperation with law enforcement has led to the USDT depeg crisis. Image by akif, Adobe Stock.Tethers USDT, the largest stablecoin by market capitalization, depegged from its intended $1 pric… [+273 chars]"
17,"{'id': None, 'name': 'Farnet.io'}",بخش تبلیغات,دامیننس تتر چیست؟,دامیننس تتر (USDT) نشان می‌دهد چقدر پول در بازار USDT وجود دارد که نشانگر میزان تسلط تتر بر بازار است. به طور کلی دو دلیل برای افزایش تسلط USDT وجود دارد. اول این که سرمایه‌گذاران از بیرون پول نقد وارد بازار می‌کنند که دلیل آن شرایط نامساعد جوی در بازار مالی …,https://farnet.io/1402/09/350504/what-is-tether-dominance/,https://farnet.io/wp-content/uploads/2023/12/tether-dominance.jpg,2023-12-18T15:00:59Z,"(USDT)   USDT  .   USDT  .  .   USDT  .   USDT  .
.  .  .   USDT   5.64  .  .
  .    .  .
  .     
  .
 .  .  .   USDT  .  .
   .     BTC ETH  .
  USDT  .  .
   
 .  .   USDT  .
 .  .  .
 … [+175 chars]"
18,"{'id': 'fortune', 'name': 'Fortune'}",Leo Schwartz,NY attorney general’s office touts Gemini and DCG lawsuit in renewed push for expanded crypto role,Letitia James is pushing for increased regulatory powers after the Department of Financial Services failed to prevent the collapse of Gemini Earn.,https://fortune.com/crypto/2023/12/18/letitia-james-crypto-bill-regulation-dfs-adrienne-harris-new-york-attorney-general/,"https://content.fortune.com/wp-content/uploads/2023/12/GettyImages-1234430415-e1702502182125.jpg?resize=1200,600",2023-12-18T14:35:04Z,New York is headed for a political showdown between its two powerful financial regulators over crypto legislation.After New York Attorney General Letitia James filed a landmark lawsuit in October aga… [+8614 chars]
19,"{'id': None, 'name': 'CoinDesk'}","Collin Erickson, Mac Naggar",5 Predictions for Real World Assets in 2024,"Tokenized finance took off this year. 2024 promises growth in new directions, say Collin Erickson and Mac Naggar of the RWA.xyz research team.",https://www.coindesk.com/consensus-magazine/2023/12/18/5-predictions-for-real-world-assets-in-2024/,https://www.coindesk.com/resizer/fy8XJUNcAkEZfeLqPf9tyXPSMUE=/1200x628/center/middle/cloudfront-us-east-1.images.arcpublishing.com/coindesk/F4AMMZ26WFCCPGGNTZ3C7QKMFI.jpg,2023-12-18T14:10:38Z,"Real-world assets (RWAs) have been a bright spot in crypto markets in 2022 and 2023. Amid depressed crypto-asset prices and elevated global interest rates, investor interest has shifted towards tradi… [+5512 chars]"
20,"{'id': None, 'name': 'CoinDesk'}",Krisztian Sandor,Circle Issues Euro-Backed Stablecoin EURC Natively on the Solana Blockchain,Circle aims to boost around-the-clock foreign exchange transactions and remittances by deploying EURC on Solana.,https://www.coindesk.com/business/2023/12/18/circle-issues-euro-backed-stablecoin-eurc-natively-on-the-solana-blockchain/,https://www.coindesk.com/resizer/Du8PQVrnLVi_BuBDOmvB8zKwgAM=/1200x628/center/middle/cloudfront-us-east-1.images.arcpublishing.com/coindesk/FYJF3KTE2BERRNEGQZE2G2IUYI.png,2023-12-18T14:00:00Z,"<ul><li>Circle deployed its euro stablecoin on the Solana network to boost on-chain foreign exchange transactions and remittances.
</li><li>The company said it intends EURC to be a regulated e-money… [+2572 chars]"
21,"{'id': None, 'name': 'Securitylab.ru'}",Alexander Antipov,Минюст США обвинил четырёх американцев в краже криптовалюты на $80 млн,Мошенничество в блокчейне постепенно выходит на глобальный уровень.,https://www.securitylab.ru/news/544682.php,https://www.securitylab.ru/upload/iblock/33b/opwz5f1kec7em4fxx8bi1px87yedsd07.jpg,2023-12-18T13:45:00Z,"16:45 / 18 , 20232023-12-18T16:45:00+03:00 .
 , 80 . , , .
( &amp;#40;U.S. Department of Justice, DOJ&amp;#41; - , . DOJ , , , , . &lt;br /&gt;
&lt;br /&gt;
DOJ , , , , , , . &lt;br /&gt;
&lt;br… [+196 chars]"
22,"{'id': None, 'name': 'Biztoc.com'}",coinfeeds.io,Blockchain Private Lending Hits $582M This Year,DeFi platforms see a 128% surge in private loans as more turn to blockchain for finance amid rising interest rates. The world of finance is witnessing a significant shift with the rise of blockchain-based lending. Recent reports indicate that the amount of pr…,https://biztoc.com/x/ee5c778d03f400d1,https://c.biztoc.com/p/ee5c778d03f400d1/s.webp,2023-12-18T13:40:11Z,DeFi platforms see a 128% surge in private loans as more turn to blockchain for finance amid rising interest rates.The world of finance is witnessing a significant shift with the rise of blockchain-b… [+251 chars]
23,"{'id': None, 'name': 'Biztoc.com'}",cryptoslate.com,Tether USDT discount on exchanges hit 5-month high following revelation of collaboration with US authorities,"Tether’s USDT stablecoin discount on centralized exchanges like Binance and Coinbase has widened to its highest point since July, according to data from Paris-based crypto data provider Kaiko. This follows the stablecoin issuer’s recent revelation of its exte…",https://biztoc.com/x/a5612816eaee1bb3,https://c.biztoc.com/p/a5612816eaee1bb3/s.webp,2023-12-18T13:33:17Z,"Tethers USDT stablecoin discount on centralized exchanges like Binance and Coinbase has widened to its highest point since July, according to data from Paris-based crypto data provider Kaiko. This fo… [+289 chars]"
24,"{'id': None, 'name': 'CryptoSlate'}",Oluwapelumi Adejumo,Tether USDT discount on exchanges hit 5-month high following revelation of collaboration with US authorities,"Tether’s USDT stablecoin discount on centralized exchanges like Binance and Coinbase has widened to its highest point since July, according to data from Paris-based crypto data provider Kaiko. This follows the stablecoin issuer’s recent revelation of its exte…",https://cryptoslate.com/tether-usdt-discount-on-major-exchanges-hit-5-month-high-following-revelation-of-extensive-collaboration-with-us-authorities/,https://cryptoslate.com/wp-content/uploads/2023/12/tether-stablecoin.jpg,2023-12-18T13:25:09Z,"Tether’s USDT stablecoin discount on centralized exchanges like Binance and Coinbase has widened to its highest point since July, according to data from Paris-based crypto data provider Kaiko. This f… [+2792 chars]"
25,"{'id': None, 'name': 'Moneycontrol'}","Hindi.Moneycontrol.com Team, Moneycontrol Hindi","Crypto Price: क्रिप्टो मार्केट में कोहराम, 10% तक की गिरावट, BitCoin के लिए मिला-जुला रुझान",Crypto Price: क्रिप्टो मार्केट में आज कोहराम मचा हुआ है। मार्केट कैप के हिसाब से टॉप-10 का सिर्फ दो क्रिप्टो- टेथर (Tether) और यूएसडी क्वॉइन (USD Coin) ही ग्रीन जोन में है लेकिन ये भी लगभग फ्लैट भाव पर ही हैं। वहीं बाकी क्रिप्टो में 10% तक की गिरावट है। मार्क…,https://hindi.moneycontrol.com/news/business/crypto-market-blood-bath-all-red-except-two-in-top-10-bitcoin-price-slips-but-market-share-firm-ethereum-down-1664361.html,https://images.moneycontrol.com/static-hindinews/2023/12/bitcoin-pexels-4-637x435.jpg,2023-12-18T12:56:08Z,"Crypto Price: -10 - (Tether) (USD Coin) 10% 41100 1.92 41,064.15 (34.11 ) (BitCoin Price) 
 (Ethereum) 3 24 3.16% 1.54 (127.93 ) 
Vedanta , 11 , 
10 4 11 XRP 6 , 5 , 3 1 
SpiceJet Go First? , 20%… [+737 chars]"
26,"{'id': None, 'name': 'CryptoSlate'}",Liam 'Akiba' Wright,Blockchain private credit and tokenized treasuries value hits combined $1.34B continuing RWA resurgence,"In a turnaround from last year’s downturn, real-world assets (RWAs) such as private credit leveraging blockchain technology have witnessed a significant rebound. On-chain Private Credit. According to rwa.xyz, there has been a 127% surge in active private loan…",https://cryptoslate.com/blockchain-private-credit-and-tokenized-treasuries-value-hits-combined-1-34b-continuing-rwa-resurgence/,https://cryptoslate.com/wp-content/uploads/2023/12/blockchain-private-credit.jpg,2023-12-18T12:20:55Z,"In a turnaround from last year’s downturn, real-world assets (RWAs) such as private credit leveraging blockchain technology have witnessed a significant rebound.
On-chain Private Credit.
According … [+4651 chars]"
27,"{'id': None, 'name': 'Internet'}",Newsroom,Four U.S. Nationals Charged in $80 Million Pig Butchering Crypto Scam,"Four U.S. nationals have been charged for participating in an illicit scheme that earned them more than $80 million via cryptocurrency investment scams.
The defendants – Lu Zhang, 36, of Alhambra, California; Justin Walker, 31, of Cypress, California; Joseph …",https://thehackernews.com/2023/12/four-us-nationals-charged-in-80-million.html,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEg_dm_Rbixg7cZMJmyh37SLd5v0iwISVZR0Lk2ElSoE1ADQyIL4e5s-zyx3l7xQDsQUlZLT-TnuvJY8WH3OvEqak9psKAvPkAp-5X6NNVUvBrtALjemIPaVi8tqUbKZlXpj4MI33EJIk4vdIosb7mRV1R9VO_2wjMSjkFqKy9yTE25gn28FL2em5DdBLTMs/s728-rw-ft-e30/bitcoin.jpg,2023-12-18T12:13:00Z,"Four U.S. nationals have been charged for participating in an illicit scheme that earned them more than $80 million via cryptocurrency investment scams.
The defendants – Lu Zhang, 36, of Alhambra, C… [+3843 chars]"
28,"{'id': None, 'name': 'The Space Review'}",jeff@thespacereview.com (Jeff Foust),Review: Moonshot,"Astronauts may seem like the closest people to perfection, but even they make mistakes. Jeff Foust reviews a book that offers life lessons based on the mistakes and setbacks experienced by one former astronaut.",https://www.thespacereview.com/article/4709/1,,2023-12-18T11:56:00Z,"Moonshot: A NASA Astronaut’s Guide to Achieving the Impossibleby Mike MassiminoHachette Go, 2023hardcover, 224 pp.ISBN 978-0-306-83264-2US$28
To the general public, astronauts can seem like the clos… [+3239 chars]"
29,"{'id': None, 'name': '99bitcoins.com'}",Robert McCracken,"Bitcoin ETF is Overhyped? | This Week in Crypto – Dec 18, 2023","The post Bitcoin ETF is Overhyped? | This Week in Crypto – Dec 18, 2023 appeared first on 99 Bitcoins.
﻿﻿﻿A Ledger library has been compromised, Solana’s phone could pay for itself and influential tech …
 Bitcoin ETF is Overhyped? | This Week in Crypto – …",https://99bitcoins.com/bitcoin-news-summary-dec-18-2023/,https://99bitcoins.com/wp-content/uploads/2022/09/JPMorgan-Chase-bank-Crypto.jpg,2023-12-18T11:00:35Z,"A Ledger library has been compromised, Solanas phone could pay for itself and influential tech leaders stand behind a new venture. These stories and more, this week in crypto.
Ledger Wallets Comprom… [+3510 chars]"
30,"{'id': None, 'name': 'Kffhealthnews.org'}",Aneri Pattani,‘They See a Cash Cow’: Corporations Could Consume $50 Billion of Opioid Settlements,"As opioid settlement dollars land in government coffers, a swarm of businesses are positioning themselves to profit from the windfall. But will their potential gains come at the expense of the settlements’ intended purpose — to remediate the effects of the op…",https://kffhealthnews.org/news/article/opioid-settlement-money-corporations-cash-cow/,https://kffhealthnews.org/wp-content/uploads/sites/2/2023/12/biz-collage.jpg,2023-12-18T10:00:00Z,Aneri PattaniThe marketing pitches are bold and arriving fast: Invest opioid settlement dollars in a lasso-like device to help police detain people without Tasers or pepper spray. Pour money into psy… [+11830 chars]
31,"{'id': None, 'name': 'ZDNet France'}",Gabriel Thierry,Comment le Connect Kit de Ledger a été compromis,Le spécialiste français de la conservation des cryptos est à nouveau sur la défensive après cette exploitation malveillante d’une faille dans ses process internes.,https://www.zdnet.fr/actualites/comment-le-connect-kit-de-ledger-a-ete-compromis-39963034.htm,https://d1fmx1rbmqrxrr.cloudfront.net/zdnet/optim/i/edit/ne/2023/Cyberattaque__w630.jpg,2023-12-18T08:55:01Z,Très mauvaise fin de semaine pour Ledger. La licorne française productrice de wallets physiques pour stocker des crypto-actifs a été victime dune attaque informatique qui aurait permis le vol de léqu… [+2343 chars]
32,"{'id': None, 'name': 'International Business Times'}",Nica Osorio,Tether's Letter To Lawmakers Reveals It 'Recently Onboarded' Secret Service On Its Platform,"In October, Sen. Cynthia Lummis and Rep. French Hill urged Attorney General Merrick Garland ""to carefully evaluate the extent to which Binance and Tether are providing material support and resources to support terrorism.""",https://www.ibtimes.com/tethers-letter-lawmakers-reveals-it-recently-onboarded-secret-service-its-platform-3720845,https://d.ibtimes.com/en/full/4476900/1.jpg,2023-12-18T07:28:42Z,"KEY POINTS
<ul><li>Tether says it is in the process of ""doing the same"" with the FBI</li><li>The stablecoin issuer implemented a ""wallet freezing policy"" on Dec. 1</li><li>Tether has frozen 326 wall… [+2625 chars]"
33,"{'id': None, 'name': 'Securityaffairs.com'}",Pierluigi Paganini,A supply chain attack on crypto hardware wallet Ledger led to the theft of $600K,"A supply chain attack against Crypto hardware wallet maker Ledger resulted in the theft of $600,000 in virtual assets. Threat actors pushed a malicious version of the “@ledgerhq/connect-kit” npm module developed by crypto hardware wallet maker Ledger, leading…",https://securityaffairs.com/156029/hacking/ledger-supply-chain-attack.html,https://securityaffairs.com/wp-content/uploads/2018/03/nano-s-ledger-wallet.png,2023-12-18T06:17:54Z,"A supply chain attack on crypto hardware wallet Ledger led to the theft of $600K
Threat actors pushed a malicious version of the “@ledgerhq/connect-kit” npm module developed by crypto hardware walle… [+2686 chars]"
34,"{'id': None, 'name': 'Biztoc.com'}",unchainedcrypto.com,Is Tether Onboarding the US Secret Service and FBI?,"Stablecoin issuer Tether said it has recently onboarded the U.S. Secret Service into its platform, and is currently in the process of doing the same for the Federal Bureau of Investigations (FBI). In a Dec. 15 letter addressed to Senator Cynthia M. Lummis and…",https://biztoc.com/x/426e064be23965f1,https://c.biztoc.com/p/426e064be23965f1/s.webp,2023-12-18T06:12:22Z,"Stablecoin issuer Tether said it has recently onboarded the U.S. Secret Service into its platform, and is currently in the process of doing the same for the Federal Bureau of Investigations (FBI). In… [+301 chars]"
35,"{'id': None, 'name': 'Habr.com'}",Павел Комаровский,"Робот Маска нежно щупает яйца, а Набиуллина поднимает ставку во имя борьбы с их подорожанием","Почти все самые важные и интересные финансовые новости в России и мире за неделю: в Самаре нашли надежный способ заработка на ценных бумагах, JPMorgan помог пенсионеру потерять $50 млн, у советника нового президента Аргентины обнаружены русские татухи, продол…",https://habr.com/ru/articles/781220/#post-content-body,https://habrastorage.org/getpro/habr/upload_files/2dd/a42/66e/2dda4266e2f8fc021e1b606d5035c9cf.jpg,2023-12-18T05:04:13Z,": , JPMorgan $50 , , Google OpenAI, .
  ,  ,     .    ,    .
( - , )
    1 , 16% . ( 7,5%, , , « » 30% , !)
 ?
 , , ,    , .
, : 10- US Treasuries 4,9-5,0% 3,9% ( , , 8+%). ,  , ( )...
- 
 , … [+665 chars]"
36,"{'id': None, 'name': 'Biztoc.com'}",coindesk.com,Bank of Korea Governor Sees CBDC Introduction as Case for 'Urgency:' Report,"The growth of stablecoins such as tether (USDT) and USD Coin (USDC) poses challenges to central banks because, despite their name, they often lack stability, Bank of Korea Governor Rhee Chang-yong said Friday, according to Yonhap News. ""This underscores the u…",https://biztoc.com/x/2d012bc0a6135801,https://c.biztoc.com/p/2d012bc0a6135801/s.webp,2023-12-18T04:48:10Z,"The growth of stablecoins such as tether (USDT) and USD Coin (USDC) poses challenges to central banks because, despite their name, they often lack stability, Bank of Korea Governor Rhee Chang-yong sa… [+283 chars]"
